丁一	75.57142857142857
丁一石	71.28571428571429
丁丰	77.42857142857143
丁丰欣	71.85714285714286
丁丽	80.85714285714286
丁丽焕	82.14285714285714
丁义	77.14285714285714
丁伟子	67.0
丁伦	75.57142857142857
丁伦顺	83.42857142857143
丁余	77.71428571428571
丁俊良	75.14285714285714
丁健	81.28571428571429
丁兴	84.57142857142857
丁军	73.14285714285714
丁华悉	69.0
丁博	71.57142857142857
丁博妍	78.85714285714286
丁和道	76.57142857142857
丁嘉悉	70.28571428571429
丁国	82.28571428571429
丁壮	72.57142857142857
丁天通	80.0
丁奕	82.57142857142857
丁妯敦	67.71428571428571
丁姣道	74.14285714285714
丁婵	78.85714285714286
丁子	79.71428571428571
丁子怡	72.0
丁子敦	72.28571428571429
丁子良	65.0
丁宇	69.71428571428571
丁安	75.14285714285714
丁安柏	74.28571428571429
丁定伟	59.285714285714285
丁容	83.42857142857143
丁峰	82.85714285714286
丁巍	77.28571428571429
丁巍秀	70.14285714285714
丁志俊	65.28571428571429
丁志悦	76.28571428571429
丁思	63.57142857142857
丁怡	81.0
丁悉峰	76.42857142857143
丁悉思	67.71428571428571
丁悟婉	77.71428571428571
丁慧	67.0
丁敦	68.57142857142857
丁斌	79.42857142857143
丁斌军	68.85714285714286
丁旺	66.42857142857143
丁昌	75.85714285714286
丁昌丽	67.71428571428571
丁明	75.42857142857143
丁明康	72.85714285714286
丁显伦	75.14285714285714
丁显斌	76.14285714285714
丁晓	84.85714285714286
丁晰诚	77.57142857142857
丁杰志	78.14285714285714
丁柏通	73.42857142857143
丁欣	70.0
丁欣慧	74.28571428571429
丁欣英	76.0
丁民	64.42857142857143
丁泰	76.85714285714286
丁洋	74.85714285714286
丁清	74.71428571428571
丁然	80.0
丁瑶余	71.71428571428571
丁瑶悉	63.857142857142854
丁直轩	77.42857142857143
丁睿	66.0
丁睿丰	67.71428571428571
丁石	78.14285714285714
丁笑	76.42857142857143
丁荣壮	83.14285714285714
丁荣荣	75.0
丁豪	75.85714285714286
丁贤	65.57142857142857
丁超	72.28571428571429
丁迪	71.57142857142857
丁通	68.71428571428571
丁锐	74.14285714285714
丁锐慧	75.14285714285714
丁静伟	74.85714285714286
丁顺	73.28571428571429
万丰	79.0
万丽思	70.28571428571429
万丽挺	69.85714285714286
万丽诚	72.28571428571429
万义昌	74.42857142857143
万乎伟	75.42857142857143
万仁	78.0
万伟	69.14285714285714
万伦顺	71.0
万余	71.57142857142857
万佳	69.57142857142857
万俊	71.28571428571429
万俊悉	76.28571428571429
万健华	69.57142857142857
万华敦	75.14285714285714
万博欣	78.42857142857143
万博雄	85.0
万哲	79.42857142857143
万天仁	72.71428571428571
万姣	76.42857142857143
万姿	81.0
万娟	82.28571428571429
万婵仁	70.85714285714286
万婷	81.57142857142857
万子	72.57142857142857
万学	71.0
万安博	79.85714285714286
万定	74.85714285714286
万山	78.42857142857143
万山仁	80.14285714285714
万峰	77.85714285714286
万帅敦	81.28571428571429
万彤书	75.85714285714286
万彤悟	75.57142857142857
万思	71.71428571428571
万悉	74.14285714285714
万悟斌	67.42857142857143
万悦	80.42857142857143
万悦姿	71.71428571428571
万挺	69.57142857142857
万挺锐	73.14285714285714
万敦	85.42857142857143
万旺	64.85714285714286
万旺慧	74.42857142857143
万昊	69.85714285714286
万昌诗	75.28571428571429
万明	80.42857142857143
万显华	73.71428571428571
万晓	79.0
万松	70.57142857142857
万柏顺	73.57142857142857
万欣	65.57142857142857
万正山	66.42857142857143
万正浩	75.57142857142857
万民通	74.42857142857143
万泰	72.71428571428571
万涵	72.85714285714286
万清迪	71.28571428571429
万瑶斌	73.71428571428571
万直	83.85714285714286
万睿	73.0
万石	74.71428571428571
万笑威	73.28571428571429
万笑顺	69.28571428571429
万维威	76.42857142857143
万艳	73.14285714285714
万芳丽	84.42857142857143
万芳昊	66.0
万英浩	77.71428571428571
万蔼	73.85714285714286
万诗艳	69.85714285714286
万诚	78.28571428571429
万贤	77.42857142857143
万贤洋	73.28571428571429
万超	72.71428571428571
万轩怡	69.28571428571429
万迪宁	68.28571428571429
万迪松	71.14285714285714
万锐	64.85714285714286
万锐伟	84.0
万锐诚	71.0
万雄欣	79.14285714285714
万雨	74.0
万顺	74.42857142857143
乔丰	74.71428571428571
乔丰奕	69.28571428571429
乔丽	77.14285714285714
乔乎	76.0
乔书	74.57142857142857
乔伟	83.42857142857143
乔佳	76.28571428571429
乔俊和	76.28571428571429
乔健伦	69.71428571428571
乔兵	74.71428571428571
乔勤	72.28571428571429
乔勤媚	71.85714285714286
乔和	69.57142857142857
乔国通	67.85714285714286
乔奕	72.28571428571429
乔妯	72.71428571428571
乔妯昊	71.71428571428571
乔姣贤	69.42857142857143
乔娟	70.28571428571429
乔婵	74.85714285714286
乔婵丰	79.14285714285714
乔子	83.71428571428571
乔学德	75.42857142857143
乔宇怡	81.85714285714286
乔宇明	66.42857142857143
乔小丽	70.57142857142857
乔山子	73.28571428571429
乔帅俊	74.85714285714286
乔康	79.42857142857143
乔康清	78.14285714285714
乔彤丰	84.71428571428571
乔志丰	63.42857142857143
乔思晓	77.42857142857143
乔怡杨	74.14285714285714
乔悉	70.0
乔悦	74.42857142857143
乔慧宇	69.28571428571429
乔慧怡	80.57142857142857
乔文浩	78.85714285714286
乔旺	73.71428571428571
乔明瑶	68.14285714285714
乔显巍	71.71428571428571
乔显荣	73.71428571428571
乔晰灵	79.14285714285714
乔杨艳	67.28571428571429
乔松健	72.71428571428571
乔析斌	68.71428571428571
乔柏姣	72.71428571428571
乔武琪	68.42857142857143
乔民	85.85714285714286
乔民悟	65.42857142857143
乔泰晓	74.85714285714286
乔浩	75.0
乔浩蔼	66.42857142857143
乔清	69.42857142857143
乔清妍	70.28571428571429
乔灵石	71.14285714285714
乔焕子	74.14285714285714
乔然	76.42857142857143
乔睿	75.57142857142857
乔睿哲	74.0
乔睿壮	70.85714285714286
乔秀	77.0
乔笑	70.42857142857143
乔维	75.57142857142857
乔维瑶	76.28571428571429
乔耀	77.42857142857143
乔艳	69.14285714285714
乔艳良	83.57142857142857
乔芳	75.28571428571429
乔英涵	80.0
乔荣丽	86.28571428571429
乔荣勤	69.57142857142857
乔诗道	71.14285714285714
乔豪	77.71428571428571
乔贤	67.85714285714286
乔贤斌	79.42857142857143
乔超国	77.57142857142857
乔达昊	83.85714285714286
乔通	79.0
乔锐	74.85714285714286
乔锐安	75.85714285714286
乔雨	75.0
乔顺媚	75.42857142857143
乔颖	65.14285714285714
于一	77.42857142857143
于一博	63.285714285714285
于丽	75.14285714285714
于义义	67.85714285714286
于义俊	69.71428571428571
于乎	68.57142857142857
于书	73.85714285714286
于伟	71.71428571428571
于伟坦	62.57142857142857
于伦析	76.42857142857143
于伦芳	70.57142857142857
于余余	71.14285714285714
于余贤	62.57142857142857
于兴一	71.0
于兴佳	79.14285714285714
于博奕	69.71428571428571
于和泰	78.57142857142857
于哲然	74.71428571428571
于哲耀	72.14285714285714
于嘉柏	72.42857142857143
于国	68.28571428571429
于坦哲	69.14285714285714
于壮	77.71428571428571
于天	83.42857142857143
于奕	72.85714285714286
于奕思	74.14285714285714
于妍明	73.42857142857143
于妍显	82.71428571428571
于妯	75.57142857142857
于姿	75.85714285714286
于威良	73.85714285714286
于娟锐	73.85714285714286
于婉坦	76.0
于媚	78.0
于媚琪	73.57142857142857
于学豪	76.0
于宁睿	78.42857142857143
于宇	73.42857142857143
于定轩	74.71428571428571
于容	82.14285714285714
于容媚	67.28571428571429
于小康	81.85714285714286
于峰	72.57142857142857
于巍	71.85714285714286
于帅	83.57142857142857
于帅析	84.57142857142857
于康	80.0
于康道	81.28571428571429
于彤婉	74.85714285714286
于志	75.57142857142857
于志志	73.71428571428571
于志琪	71.42857142857143
于思	73.0
于思正	65.28571428571429
于怡天	75.57142857142857
于悟	76.71428571428571
于慧婉	83.14285714285714
于挺	73.57142857142857
于挺维	74.85714285714286
于斌	79.0
于旺	73.85714285714286
于昊	76.71428571428571
于昌	69.57142857142857
于明	77.42857142857143
于明柏	73.14285714285714
于显	74.42857142857143
于晓	70.42857142857143
于晰	71.0
于松琪	68.42857142857143
于柏	76.57142857142857
于欣	79.14285714285714
于欣婉	69.28571428571429
于正山	74.85714285714286
于浩	75.71428571428571
于浩武	79.14285714285714
于清康	71.85714285714286
于灵	75.14285714285714
于然	70.14285714285714
于然敦	71.28571428571429
于瑶	74.28571428571429
于瑶昊	71.85714285714286
于瑶清	66.71428571428571
于盈勤	86.57142857142857
于盈道	80.0
于直	83.57142857142857
于耀	75.0
于耀挺	72.42857142857143
于良	71.85714285714286
于荣	77.0
于诗	65.57142857142857
于诗盈	69.28571428571429
于诚轩	74.14285714285714
于贤盈	83.42857142857143
于超小	74.57142857142857
于超秀	78.42857142857143
于轩敦	80.85714285714286
于迪	77.0
于通	81.0
于通伟	72.85714285714286
于道书	89.71428571428571
于锐	77.0
于雄	79.57142857142857
于雨	80.85714285714286
于静	78.14285714285714
于颖	70.0
任丰妯	68.42857142857143
任丽	71.0
任丽昌	67.85714285714286
任义	72.71428571428571
任书	77.0
任伟	72.28571428571429
任余	77.85714285714286
任俊帅	74.57142857142857
任健	73.28571428571429
任兵	68.28571428571429
任勤	72.42857142857143
任华秀	77.57142857142857
任和丽	81.28571428571429
任嘉	80.14285714285714
任国	69.14285714285714
任坦	67.42857142857143
任奕荣	74.85714285714286
任姿轩	81.57142857142857
任威	73.28571428571429
任媚	68.0
任媚维	72.85714285714286
任子丽	76.14285714285714
任学焕	69.42857142857143
任宁	74.71428571428571
任宇	76.28571428571429
任安伦	78.28571428571429
任容	73.57142857142857
任山宁	64.71428571428571
任山顺	80.85714285714286
任峰峰	69.42857142857143
任峰贤	72.85714285714286
任康姣	72.14285714285714
任彤	70.57142857142857
任彤勤	65.57142857142857
任德	75.71428571428571
任德国	77.71428571428571
任志	67.42857142857143
任志一	74.85714285714286
任思俊	76.28571428571429
任思婷	74.0
任挺	86.14285714285714
任挺兴	85.28571428571429
任挺军	73.0
任斌	83.28571428571429
任旺	69.71428571428571
任昊	71.42857142857143
任昊余	69.28571428571429
任昌伦	75.14285714285714
任昌山	69.0
任晰巍	73.71428571428571
任杰	76.85714285714286
任欣昌	72.85714285714286
任泰志	81.71428571428571
任涵	76.14285714285714
任清	77.42857142857143
任灵石	74.0
任焕	75.42857142857143
